model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state
Model Y,,14416,46300,"Available to view in Lisle, IL",Model Y Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,21’’ Überturbine Wheels,$752 /mo,85305,All Black Premium Interior,IL
Model Y,,24064,46500,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$755 /mo,85305,Black and White Premium Interior,MD
Model Y,,31077,46700,"PARAMUS, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,85305,All Black Premium Interior,NJ
Model Y,,31056,46700,"Franklin, TN",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$759 /mo,85305,All Black Premium Interior,TN
Model Y,,26664,40600,"Available to view in RENTON, WA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$649 /mo,85305,All Black Premium Interior,WA
Model Y,,11812,46800,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,85305,All Black Premium Interior,IL
Model Y,,23094,42300,"Tempe, AZ",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,Previously Repaired,Deep Blue Metallic Paint,19’’ Gemini Wheels,$680 /mo,85704,Black and White Premium Interior,AZ
Model Y,,30911,46100,"Scottsdale, AZ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$748 /mo,85704,All Black Premium Interior,AZ
Model Y,,29166,36600,"Available to view in Nesconset, NY",Model Y Standard Range Rear-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$577 /mo,85704,All Black Premium Interior,NY
Model Y,,71384,36900,"Rockville, MD",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$583 /mo,85704,All Black Premium Interior,MD
Model Y,,20918,37200,"Available to view in Tampa, FL",Model Y Standard Range Rear-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$588 /mo,85704,All Black Premium Interior,FL
Model Y,,53756,39000,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$621 /mo,85704,All Black Premium Interior,CA
Model Y,,52639,39300,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$626 /mo,85704,Black and White Premium Interior,CA
Model Y,,55681,39300,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$626 /mo,85704,All Black Premium Interior,CA
Model Y,,47912,39900,"Savannah, GA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$637 /mo,85704,All Black Premium Interior,GA
Model Y,,37704,40000,"Matthews, NC",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$639 /mo,85704,All Black Premium Interior,NC
Model Y,,30772,40100,"Marietta, GA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$640 /mo,85704,Black and White Premium Interior,GA
Model Y,,32579,40500,"Temecula, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$648 /mo,85704,All Black Premium Interior,CA
Model Y,,16004,40600,"Available to view in Stockton, CA",Model Y Long Range All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$649 /mo,85704,All Black Premium Interior,CA
Model Y,,42832,40900,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$655 /mo,85704,All Black Premium Interior,CA
Model Y,,60694,41500,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,85704,Black and White Premium Interior,CA
Model Y,,38408,41500,"Bartlett, TN",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Red Multi-Coat Paint,20’’ Induction Wheels,$665 /mo,85704,All Black Premium Interior,TN
Model Y,,40785,41900,"Rockville, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$673 /mo,85704,All Black Premium Interior,MD
Model Y,,28462,41900,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$673 /mo,85704,All Black Premium Interior,CA
Model Y,,17678,42200,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$678 /mo,85704,All Black Premium Interior,CA
Model Y,,40087,42200,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,Previously Repaired,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,85704,Black and White Premium Interior,MD
Model Y,,27284,42200,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,85704,Black and White Premium Interior,CA
Model Y,,25105,42400,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$682 /mo,85704,All Black Premium Interior,CA
Model Y,,25081,42500,"Rogers, MN",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$683 /mo,85704,All Black Premium Interior,MN
Model Y,,35846,42900,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,85704,All Black Premium Interior,CA
Model Y,,13319,43000,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$692 /mo,85704,All Black Premium Interior,MN
Model Y,,14990,43200,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$696 /mo,85704,Black and White Premium Interior,CA
Model Y,,24396,43400,"DENVER, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$700 /mo,85704,All Black Premium Interior,CO
Model Y,,17221,43600,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$703 /mo,85704,Black and White Premium Interior,CA
Model Y,,38561,43600,"Available to view in Lyndhurst, OH",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$703 /mo,85704,All Black Premium Interior,OH
Model Y,,8893,43600,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$703 /mo,85704,Black and White Premium Interior,CA
Model Y,,10596,43700,"BOSTON, MA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$705 /mo,85704,Black and White Premium Interior,MA
Model Y,,19790,43700,"Available to view in Bakersfield, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$705 /mo,85704,All Black Premium Interior,CA
Model Y,,21739,44000,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$710 /mo,85704,All Black Premium Interior,MD
Model Y,,9472,44100,"Marietta, GA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$712 /mo,85704,All Black Premium Interior,GA
Model Y,,31413,44200,"ROCKVILLE, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$714 /mo,85704,All Black Premium Interior,MD
Model Y,,27437,44300,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$716 /mo,85704,Black and White Premium Interior,CA
Model Y,,33708,44400,"Fresno, CA",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$718 /mo,85704,All Black Premium Interior,CA
Model Y,,34855,44600,"Colma, CA",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$721 /mo,85704,Black and White Premium Interior,CA
Model Y,,33533,44700,"Elk Grove Village, IL",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$723 /mo,85704,All Black Premium Interior,IL
Model Y,,13561,44900,"Loveland, CO",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$727 /mo,85704,All Black Premium Interior,CO
Model Y,,15755,45100,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$730 /mo,85704,Black and White Premium Interior,MD
Model Y,,31908,45200,"Rockville, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,19’’ Gemini Wheels,$732 /mo,85704,All Black Premium Interior,MD
Model Y,,30571,45300,"Elk Grove Village, IL",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$734 /mo,85704,Black and White Premium Interior,IL
Model Y,,32852,45400,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$736 /mo,85704,All Black Premium Interior,MD
Model Y,,11527,46000,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$746 /mo,85704,Black and White Premium Interior,MD
Model Y,,24472,46100,"Rockville, MD",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$748 /mo,85704,All Black Premium Interior,MD
Model Y,,14416,46300,"Available to view in Lisle, IL",Model Y Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,21’’ Überturbine Wheels,$752 /mo,85704,All Black Premium Interior,IL
Model Y,,24064,46500,"Rockville, MD",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$755 /mo,85704,Black and White Premium Interior,MD
Model Y,,31077,46700,"PARAMUS, NJ",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$759 /mo,85704,All Black Premium Interior,NJ
Model Y,,31056,46700,"Franklin, TN",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$759 /mo,85704,All Black Premium Interior,TN
Model Y,,26664,40600,"Available to view in RENTON, WA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$649 /mo,85704,All Black Premium Interior,WA
Model Y,,11812,46800,"Available to view in Lisle, IL",Model Y Long Range Dual Motor All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$761 /mo,85704,All Black Premium Interior,IL
Model Y,,53756,39000,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$621 /mo,91301,All Black Premium Interior,CA
Model Y,,52639,39300,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$626 /mo,91301,Black and White Premium Interior,CA
Model Y,,55681,39300,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$626 /mo,91301,All Black Premium Interior,CA
Model Y,,32579,40500,"Temecula, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$648 /mo,91301,All Black Premium Interior,CA
Model Y,,42832,40900,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$655 /mo,91301,All Black Premium Interior,CA
Model Y,,60694,41500,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,91301,Black and White Premium Interior,CA
Model Y,,28462,41900,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$673 /mo,91301,All Black Premium Interior,CA
Model Y,,17678,42200,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$678 /mo,91301,All Black Premium Interior,CA
Model Y,,27284,42200,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$678 /mo,91301,Black and White Premium Interior,CA
Model Y,,25105,42400,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$682 /mo,91301,All Black Premium Interior,CA
Model Y,,35846,42900,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,91301,All Black Premium Interior,CA
Model Y,,14990,43200,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$696 /mo,91301,Black and White Premium Interior,CA
Model Y,,17221,43600,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$703 /mo,91301,Black and White Premium Interior,CA
Model Y,,8893,43600,"Walnut, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Solid Black Paint,19’’ Gemini Wheels,$703 /mo,91301,Black and White Premium Interior,CA
Model Y,,19790,43700,"Available to view in Bakersfield, CA",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$705 /mo,91301,All Black Premium Interior,CA
Model Y,,27437,44300,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$716 /mo,91301,Black and White Premium Interior,CA
Model Y,,33708,44400,"Fresno, CA",Model Y Long Range All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$718 /mo,91301,All Black Premium Interior,CA
Model Y,,13320,47100,"LONG BEACH, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$766 /mo,91301,All Black Premium Interior,CA
Model Y,,10760,48800,"Temecula, CA",Model Y Performance Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Solid Black Paint,21’’ Überturbine Wheels,$797 /mo,91301,All Black Premium Interior,CA
Model Y,,23580,49100,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Deep Blue Metallic Paint,20’’ Induction Wheels,$802 /mo,91301,Black and White Premium Interior,CA
Model Y,,20112,49400,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Solid Black Paint,20’’ Induction Wheels,$808 /mo,91301,All Black Premium Interior,CA
Model Y,,25081,42500,"Rogers, MN",Model Y Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,20’’ Induction Wheels,$683 /mo,91801,All Black Premium Interior,MN
Model Y,,13319,43000,"Available to view in Maplewood, MN",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19’’ Gemini Wheels,$692 /mo,91801,All Black Premium Interior,MN
Model Y,,53756,39000,"Walnut, CA",Model Y Long Range All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$621 /mo,91801,All Black Premium Interior,CA
